// マップデータ定義ファイル;
//VERSION	"130226";

// FOLDER	名前（メイン）;
// MAP	ID, 名前（サブ）;
		PTREE_VALS "MAP","ev70_0140","【Ｓ】笑ってあげたい！","t103i27","10010",0;
		PTREE_VALS "MAP","ev70_0220","【Ｓ】目指せラーメン屋？","t103g00","10010",0;
		PTREE_VALS "MAP","ev70_0230","【Ｓ】息が合わない二人","t101i25","10010",0;
		PTREE_VALS "MAP","ev70_0232","【Ｓ】息が合わない二人","t101i25","10010",0;
		PTREE_VALS "MAP","ev70_0340","【Ｓ】やめられないパシリ","t104i25","10010",0;
		PTREE_VALS "MAP","ev70_0350","【Ｓ】お父さんがんばりすぎ","t104i53","10010",0;
		PTREE_VALS "MAP","ev70_0480","【Ｓ】おもくるしい会議！","t104i53","10010",0;
		PTREE_VALS "MAP","ev70_0490","【Ｓ】優等生はもう飽きた…。","t104i31","10010",0;
		PTREE_VALS "MAP","ev70_0500","【Ｓ】カリスマ誕生！","t105i33","10010",0;
		PTREE_VALS "MAP","ev70_0640","【Ｓ】家から出ない少年","t105d25","10010",0;
		PTREE_VALS "MAP","ev70_0650","【Ｓ】ちからなき作業員","t104g00","10010",0;
		PTREE_VALS "MAP","ev70_0700","【Ｓ】ゆきおんなクエスト","t102g00","10010",0;
		PTREE_VALS "MAP","ev70_0760","【Ｓ】カンチの家でも大ゲンカ","t101g00","10010",0;
		PTREE_VALS "MAP","ev70_0770","【Ｓ】仮）電話なんていらない","t103g00","10010",0;
		PTREE_VALS "MAP","ev70_0780","【Ｓ】ハイテンションじいさん","t104i29","10010",0;
		PTREE_VALS "MAP","ev70_0860","【Ｓ】裏山に集う４つの魂","t102g00","10010",0;
		PTREE_VALS "MAP","ev70_0880","【Ｓ】仮）決断できない男","t104i27","10010",0;
		PTREE_VALS "MAP","ev70_0890","【Ｓ】仮）公園はキレイに！","t106g00","10010",0;
		PTREE_VALS "MAP","ev70_0900","【Ｓ】仮）モテモテで仕事のできる男に！","t106g00","10010",0;
		PTREE_VALS "MAP","ev70_0990","【Ｓ】かぐや姫クエスト④","t103d31","10010",0;
		PTREE_VALS "MAP","ev70_1160","【Ｓ】ジバニャンとエミちゃん","t101g00","10010",0;
	_PTREE;
	PTREE "FOLDER","■ev99[WHF用イベント]";
		PTREE_VALS "MAP","ev99_0010","ケータの部屋にて","e100g099","10010",0;
		PTREE_VALS "MAP","ev99_0020","妖怪退治を頼まれる","t101g00","10010",0;
		PTREE_VALS "MAP","ev99_0040","だるだるまを倒した！","t101g00","10010",0;
		PTREE_VALS "MAP","ev99_0045","だるだるまを倒した！(最後の一体)","t101g00","10010",0;
		PTREE_VALS "MAP","ev99_0060","ネガティブーンを倒した！","t101d01","10010",0;
		PTREE_VALS "MAP","ev99_0065","ネガティブーンを倒した！(最後の一体)","t101d01","10010",0;
		PTREE_VALS "MAP","ev99_0080","ひも爺を倒した！","t101g00","10010",0;
		PTREE_VALS "MAP","ev99_0085","ひも爺を倒した！（最後の一体）","t101g00","10010",0;
		PTREE_VALS "MAP","ev99_0090","依頼人に報告！　依頼人とのバトル！","t101g00","10010",0;
		PTREE_VALS "MAP","ev99_0100","依頼人を倒した！　体験版終了！","t101g00","10010",0;
	_PTREE;
	PTREE "FOLDER","■ev00[TEST]";
		PTREE_VALS "MAP","ev00_0010","[サンプル]システム","t101i02","10010",0;
		PTREE_VALS "MAP","ev00_0020","[サンプル]システム","t101i02","10010",0;
		PTREE_VALS "MAP","ev00_0030","[サンプル]システム","t101i01","10010",0;
		PTREE_VALS "MAP","ev00_0035","[サンプル]システム　感情エフェクトチェック","t101i01","10010",0;
		PTREE_VALS "MAP","ev00_0040","[サンプル]ビジュアル","t101g00","10010",0;
		PTREE_VALS "MAP","ev00_0045","[サンプル]ビジュアル　足音テスト","t101g00","10010",0;
		PTREE_VALS "MAP","ev00_0050","[サンプル]システム負荷チェック屋外","t101g00","10010",0;
		PTREE_VALS "MAP","ev00_0060","[サンプル]システム負荷チェック屋内","t101i02","10010",0;
		PTREE_VALS "MAP","ev00_1010","【プランナー】1枚絵テスト","t101g00","10010",0;
		PTREE_VALS "MAP","ev00_1020","【プランナー】ヘルプテスト","t101g00","10010",0;
		PTREE_VALS "MAP","ev00_1040","NPC会話イベントテスト","t101g00","10010",0;
		PTREE_VALS "MAP","ev00_1050","【プランナー】ウィスパーテキスト","t101g00","10010",0;
	_PTREE;

_PTREE;
// End of file;
